date,time,Cloud Coverage (%),Temperature (Fahrenheit),Wind speed (mph),rain (inches),relative humidity (%),visibility (miles),cherry,bonus
2025-02-02,6:00:00,64,44.96,7.16,0.0,92,9.94,0,0
2025-02-02,7:00:00,37,44.24,0.02,0.0,91,9.94,0,0
2025-02-02,8:00:00,3,43.88,8.05,0.0,92,9.94,0,0
2025-02-02,9:00:00,78,45.86,8.05,0.01,91,9.94,0,0
2025-02-02,10:00:00,74,48.02,8.05,0.01,90,9.94,0,0
2025-02-02,11:00:00,67,49.82,1.52,0.0,87,9.94,0,0
2025-02-02,12:00:00,84,51.44,3.27,0.0,83,9.94,0,0
2025-02-02,13:00:00,58,52.7,3.44,0.0,75,9.94,0,0
2025-02-02,14:00:00,57,53.06,3.74,0.0,71,9.94,0,0
2025-02-02,15:00:00,38,53.06,3.76,0.0,70,9.94,0,0
2025-02-02,16:00:00,74,52.16,2.3,0.0,73,9.94,0,0
2025-02-02,17:00:00,80,50.72,0.69,0.0,77,9.94,0,0
2025-02-02,18:00:00,60,48.2,1.7,0.0,83,9.94,0,0
2025-02-02,19:00:00,13,46.22,0.13,0.0,87,9.94,0,0
2025-02-02,20:00:00,40,45.14,4.47,0.0,89,9.94,0,0
2025-02-02,21:00:00,78,44.6,0.72,0.0,89,9.94,0,0
2025-02-02,22:00:00,50,43.88,1.32,0.0,87,9.94,0,0
2025-02-02,23:00:00,56,43.34,4.47,0.0,89,9.94,0,0
2025-02-03,0:00:00,88,42.8,1.66,0.0,91,9.94,0,0
2025-02-03,1:00:00,71,41.54,1.57,0.0,93,9.94,0,0
2025-02-03,2:00:00,39,40.82,0.94,0.0,95,9.94,0,0
2025-02-03,3:00:00,7,40.64,4.47,0.0,95,9.94,0,0
2025-02-03,4:00:00,52,40.46,1.32,0.0,96,9.94,0,0
2025-02-03,5:00:00,64,39.56,1.9,0.0,97,9.94,0,0
2025-02-03,6:00:00,60,39.74,0.6,0.0,95,9.94,0,0
2025-02-03,7:00:00,54,39.02,4.47,0.0,98,9.94,0,0
2025-02-03,8:00:00,64,39.38,0.67,0.0,98,9.94,0,0
2025-02-03,9:00:00,71,40.28,3.58,0.0,96,9.94,0,0
2025-02-03,10:00:00,67,42.08,0.69,0.0,98,9.94,0,0
2025-02-03,11:00:00,74,46.04,1.79,0.0,90,9.94,0,0
2025-02-03,12:00:00,73,47.12,0.4,0.0,92,9.94,0,0
2025-02-03,13:00:00,67,48.56,1.61,0.0,78,9.94,0,0
2025-02-03,14:00:00,76,50.54,2.68,0.0,70,9.94,0,0
2025-02-03,15:00:00,72,49.82,0.38,0.0,72,9.94,0,0
2025-02-03,16:00:00,74,49.46,1.52,0.0,79,9.94,0,0
2025-02-03,17:00:00,77,47.48,1.83,0.0,84,9.94,0,0
2025-02-03,18:00:00,63,45.32,2.46,0.0,90,9.94,0,0
2025-02-03,19:00:00,68,43.88,3.47,0.0,93,9.94,0,0
2025-02-03,20:00:00,68,42.98,1.95,0.0,95,9.94,0,0
2025-02-03,21:00:00,64,42.62,1.14,0.0,93,9.94,0,0
2025-02-03,22:00:00,59,42.08,1.28,0.0,95,9.94,0,0
2025-02-03,23:00:00,64,42.62,2.13,0.0,96,9.94,0,0
2025-02-04,0:00:00,65,43.52,3.22,0.0,93,9.94,0,0
2025-02-04,1:00:00,63,43.34,3.0,0.0,95,9.94,0,0
2025-02-04,2:00:00,66,41.9,3.02,0.0,94,9.94,0,0
2025-02-04,3:00:00,70,43.52,1.28,0.0,93,9.94,0,0
2025-02-04,4:00:00,78,43.52,1.45,0.0,94,9.94,0,0
2025-02-04,5:00:00,70,42.98,2.91,0.0,96,9.94,0,0
2025-02-04,6:00:00,99,42.8,3.22,0.0,94,9.94,0,0
2025-02-04,7:00:00,100,42.8,3.78,0.0,96,9.94,0,0
2025-02-04,8:00:00,83,42.98,3.4,0.0,95,9.94,0,0
2025-02-04,9:00:00,80,43.34,3.22,0.0,94,9.94,0,0
2025-02-04,10:00:00,74,44.24,3.02,0.0,91,9.94,0,0
2025-02-04,11:00:00,57,45.14,4.56,0.0,87,9.94,0,0
2025-02-04,12:00:00,47,46.4,5.82,0.0,83,9.94,0,0
2025-02-04,13:00:00,59,46.76,3.98,0.0,84,9.94,0,0
2025-02-04,14:00:00,0,47.84,7.34,0.0,80,9.94,0,0
2025-02-04,15:00:00,2,47.48,4.23,0.0,82,9.94,0,0
2025-02-04,16:00:00,0,46.58,4.59,0.0,83,9.94,0,0
2025-02-04,17:00:00,0,44.6,2.68,0.0,85,9.94,0,0
2025-02-04,18:00:00,23,42.44,1.83,0.0,88,9.94,0,0
2025-02-04,19:00:00,38,41.54,2.26,0.0,91,9.94,0,0
2025-02-04,20:00:00,24,40.64,3.76,0.0,90,9.94,0,0
2025-02-04,21:00:00,0,40.1,4.54,0.0,90,9.94,0,0
2025-02-04,22:00:00,12,40.1,6.89,0.0,89,9.94,0,0
2025-02-04,23:00:00,53,39.38,4.07,0.0,89,9.94,0,0
2025-02-05,0:00:00,61,39.56,4.61,0.0,85,9.94,0,0
2025-02-05,1:00:00,67,39.74,1.68,0.0,86,9.94,0,0
2025-02-05,2:00:00,69,39.92,3.4,0.0,85,9.94,0,0
2025-02-05,3:00:00,80,40.28,3.76,0.0,85,9.94,0,0
2025-02-05,4:00:00,80,40.46,3.87,0.0,84,9.94,0,0
2025-02-05,5:00:00,87,40.46,2.86,0.0,85,9.94,0,0
2025-02-05,6:00:00,98,40.64,7.05,0.0,84,9.94,0,0
2025-02-05,7:00:00,78,40.64,4.03,0.03,86,6.21,0,0
2025-02-05,8:00:00,73,41.36,3.04,0.01,86,9.94,0,0
2025-02-05,9:00:00,79,42.44,3.62,0.0,87,9.94,0,0
2025-02-05,10:00:00,76,42.8,3.94,0.0,85,9.94,0,0
2025-02-05,11:00:00,72,43.52,3.56,0.0,86,9.94,0,0
2025-02-05,12:00:00,70,44.78,1.05,0.0,85,9.94,0,0
2025-02-05,13:00:00,69,45.68,0.18,0.03,83,9.94,0,0
2025-02-05,14:00:00,82,46.04,2.53,0.01,86,6.21,0,0
2025-02-05,15:00:00,83,45.5,2.28,0.08,86,6.21,0,0
2025-02-05,16:00:00,83,44.78,1.97,0.03,91,6.21,0,0
2025-02-05,17:00:00,77,43.34,8.05,0.02,93,9.94,0,0
2025-02-05,18:00:00,77,43.16,0.27,0.04,93,6.21,0,0
2025-02-05,19:00:00,77,42.44,0.78,0.03,96,6.21,0,0
2025-02-05,20:00:00,66,42.26,2.53,0.03,94,6.21,0,0
2025-02-05,21:00:00,74,41.72,2.55,0.03,96,6.21,0,0
2025-02-05,22:00:00,79,41.9,2.59,0.02,95,6.21,0,0
2025-02-05,23:00:00,90,41.54,0.34,0.04,96,6.21,0,0
2025-02-06,0:00:00,91,41.54,2.68,0.07,95,6.21,0,0
2025-02-06,1:00:00,94,41.18,2.37,0.06,95,6.21,0,0
2025-02-06,2:00:00,96,41.0,0.18,0.13,96,6.21,0,0
2025-02-06,3:00:00,95,40.82,1.43,0.07,96,6.21,0,0
2025-02-06,4:00:00,91,41.0,0.13,0.13,96,6.21,0,0
2025-02-06,5:00:00,93,41.0,0.98,0.03,95,6.21,0,0
2025-02-06,6:00:00,93,40.64,0.74,0.1,97,6.21,0,0
2025-02-06,7:00:00,91,40.64,1.12,0.04,97,6.21,0,0
2025-02-06,8:00:00,95,40.82,2.46,0.02,97,9.94,0,0
2025-02-06,9:00:00,100,40.82,1.03,0.04,97,9.94,0,0
2025-02-06,10:00:00,99,41.36,0.83,0.0,95,6.21,0,0
2025-02-06,11:00:00,65,42.98,2.91,0.0,91,6.21,0,0
2025-02-06,12:00:00,91,43.34,3.76,0.0,91,9.94,0,0
2025-02-06,13:00:00,74,44.06,0.25,0.0,88,9.94,0,0
2025-02-06,14:00:00,73,45.14,2.84,0.0,87,9.94,0,0
2025-02-06,15:00:00,63,44.96,2.55,0.0,87,9.94,0,0
2025-02-06,16:00:00,48,44.6,2.95,0.0,88,9.94,0,0
2025-02-06,17:00:00,54,44.42,2.1,0.0,90,9.94,0,0
2025-02-06,18:00:00,38,42.8,1.48,0.0,93,9.94,0,0
2025-02-06,19:00:00,15,41.72,2.01,0.0,92,9.94,0,0
2025-02-06,20:00:00,83,41.9,0.72,0.0,95,9.94,0,0
2025-02-06,21:00:00,94,41.0,0.89,0.0,95,9.94,0,0
2025-02-06,22:00:00,98,41.36,0.18,0.02,97,9.94,0,0
2025-02-06,23:00:00,59,41.18,2.73,0.0,95,6.21,0,0
2025-02-07,0:00:00,96,41.18,0.45,0.0,96,9.94,0,0
2025-02-07,1:00:00,100,41.0,0.69,0.0,98,9.94,0,0
2025-02-07,2:00:00,86,40.28,1.59,0.0,97,6.21,0,0
2025-02-07,3:00:00,82,39.56,3.58,0.0,96,9.94,0,0
2025-02-07,4:00:00,45,39.38,2.68,0.0,95,9.94,0,0
2025-02-07,5:00:00,53,38.48,0.13,0.0,94,9.94,0,0
2025-02-07,6:00:00,50,37.76,1.72,0.0,95,9.94,0,0
2025-02-07,7:00:00,49,37.22,2.59,0.0,96,9.94,0,0
2025-02-07,8:00:00,26,37.4,1.95,0.0,96,9.94,0,0
2025-02-07,9:00:00,40,38.84,1.5,0.0,94,9.94,0,0
2025-02-07,10:00:00,53,42.26,1.54,0.0,90,9.94,0,0
2025-02-07,11:00:00,29,44.96,1.74,0.0,85,9.94,0,0
2025-02-07,12:00:00,30,46.58,2.1,0.0,79,9.94,0,0
2025-02-07,13:00:00,33,47.12,2.75,0.0,76,9.94,0,0
2025-02-07,14:00:00,24,47.48,1.34,0.0,76,9.94,0,0
2025-02-07,15:00:00,29,47.84,2.19,0.0,74,9.94,0,0
2025-02-07,16:00:00,70,48.02,5.41,0.0,73,9.94,0,0
2025-02-07,17:00:00,43,45.68,2.82,0.0,83,9.94,0,0
2025-02-07,18:00:00,55,43.16,2.06,0.0,90,9.94,0,0
2025-02-07,19:00:00,63,42.08,1.3,0.0,92,9.94,0,0
2025-02-07,20:00:00,100,41.36,2.44,0.0,93,9.94,0,0
2025-02-07,21:00:00,73,40.46,0.87,0.0,92,9.94,0,0
2025-02-07,22:00:00,58,39.92,0.13,0.0,92,9.94,0,0
2025-02-07,23:00:00,75,39.2,0.38,0.0,95,9.94,0,0
2025-02-08,0:00:00,78,39.02,1.25,0.0,94,9.94,0,0
2025-02-08,1:00:00,79,38.3,3.58,0.0,94,9.94,0,0
2025-02-08,2:00:00,58,38.84,0.38,0.0,94,9.94,0,0
2025-02-08,3:00:00,100,38.66,0.2,0.0,97,9.94,0,0
2025-02-08,4:00:00,69,38.12,1.79,0.0,96,9.94,0,0
2025-02-08,5:00:00,100,39.56,0.65,0.0,96,9.94,0,0
2025-02-08,6:00:00,100,39.74,1.92,0.0,96,9.94,0,0
2025-02-08,7:00:00,100,40.28,1.83,0.0,94,9.94,0,0
2025-02-08,8:00:00,85,39.02,0.89,0.0,97,9.94,0,0
2025-02-08,9:00:00,82,40.46,1.21,0.0,95,9.94,0,0
2025-02-08,10:00:00,69,42.98,2.08,0.0,89,9.94,0,0
2025-02-08,11:00:00,78,43.88,0.89,0.0,87,9.94,0,0
2025-02-08,12:00:00,72,44.42,2.42,0.0,87,9.94,0,0
2025-02-08,13:00:00,48,44.78,2.77,0.03,85,9.94,0,0
2025-02-08,14:00:00,54,45.32,2.68,0.0,85,9.94,0,0
2025-02-08,15:00:00,68,45.5,2.24,0.0,84,9.94,0,0
2025-02-08,16:00:00,75,45.32,0.58,0.0,81,9.94,0,0
2025-02-08,17:00:00,75,44.6,0.69,0.0,85,9.94,0,0
2025-02-08,18:00:00,78,42.98,0.49,0.01,90,9.94,0,0
2025-02-08,19:00:00,67,42.98,1.25,0.0,88,9.94,0,0
2025-02-08,20:00:00,67,42.44,1.28,0.03,91,9.94,0,0
2025-02-08,21:00:00,65,41.9,0.94,0.02,93,9.94,0,0
2025-02-08,22:00:00,65,41.72,1.95,0.07,92,9.94,0,0
2025-02-08,23:00:00,75,41.9,0.18,0.02,93,9.94,0,0
2025-02-09,0:00:00,77,41.0,1.36,0.0,95,9.94,0,0
2025-02-09,1:00:00,88,40.64,0.45,0.0,96,9.94,0,0
2025-02-09,2:00:00,91,40.46,0.38,0.0,96,9.94,0,0
2025-02-09,3:00:00,84,39.74,1.9,0.0,97,9.94,0,0
2025-02-09,4:00:00,86,39.74,4.09,0.0,95,9.94,0,0
2025-02-09,5:00:00,78,38.84,2.13,0.0,95,9.94,0,0
2025-02-09,6:00:00,24,37.22,1.92,0.01,96,9.94,0,0
2025-02-09,7:00:00,88,37.22,1.72,0.0,97,9.94,0,0
2025-02-09,8:00:00,96,37.4,2.64,0.05,96,9.94,0,0
2025-02-09,9:00:00,67,38.3,0.51,0.0,96,9.94,0,0
2025-02-09,10:00:00,100,40.64,0.36,0.01,93,9.94,0,0
2025-02-09,11:00:00,60,41.9,2.86,0.0,90,9.94,0,0
2025-02-09,12:00:00,68,43.52,3.87,0.0,89,9.94,0,0
2025-02-09,13:00:00,85,44.6,2.35,0.02,82,9.94,0,0
2025-02-09,14:00:00,49,44.24,0.4,0.0,82,9.94,0,0
2025-02-09,15:00:00,39,46.04,1.88,0.0,74,9.94,0,0
2025-02-09,16:00:00,66,46.22,1.79,0.0,72,9.94,0,0
2025-02-09,17:00:00,58,45.5,2.68,0.0,76,9.94,0,0
2025-02-09,18:00:00,4,42.62,2.21,0.0,85,9.94,0,0
2025-02-09,19:00:00,56,39.56,2.17,0.0,89,9.94,0,0
2025-02-09,20:00:00,45,38.84,1.57,0.0,90,9.94,0,0
2025-02-09,21:00:00,56,37.58,0.54,0.0,89,9.94,0,0
2025-02-09,22:00:00,68,36.86,3.58,0.0,90,9.94,0,0
2025-02-09,23:00:00,30,36.14,0.2,0.0,91,9.94,0,0
2025-02-10,0:00:00,57,35.24,4.47,0.0,91,9.94,0,0
2025-02-10,1:00:00,41,34.88,4.47,0.0,92,9.94,0,0
2025-02-10,2:00:00,16,34.88,0.45,0.0,94,9.94,0,0
2025-02-10,3:00:00,54,34.52,4.47,0.0,93,9.94,0,0
2025-02-10,4:00:00,87,34.7,5.37,0.0,94,9.94,0,0
2025-02-10,5:00:00,72,35.42,5.37,0.0,95,9.94,0,0
2025-02-10,6:00:00,60,34.52,0.94,0.0,93,9.94,0,0
2025-02-10,7:00:00,48,34.88,4.47,0.0,96,9.94,0,0
2025-02-10,8:00:00,34,34.7,0.6,0.0,94,9.94,0,0
2025-02-10,9:00:00,93,35.96,0.58,0.0,92,9.94,0,0
2025-02-10,10:00:00,70,39.38,0.78,0.0,86,9.94,0,0
2025-02-10,11:00:00,15,43.88,0.76,0.0,77,9.94,0,0
2025-02-10,12:00:00,11,46.4,1.66,0.0,72,9.94,0,0
2025-02-10,13:00:00,25,46.4,2.3,0.0,75,9.94,0,0
2025-02-10,14:00:00,17,48.92,2.42,0.0,69,9.94,0,0
2025-02-10,15:00:00,33,48.38,1.19,0.0,70,9.94,0,0
2025-02-10,16:00:00,55,48.38,0.89,0.0,68,9.94,0,0
2025-02-10,17:00:00,91,48.02,1.79,0.0,71,9.94,0,0
2025-02-10,18:00:00,76,45.86,0.87,0.0,75,9.94,0,0
2025-02-10,19:00:00,58,44.6,1.41,0.0,78,9.94,0,0
2025-02-10,20:00:00,46,43.7,0.47,0.0,78,9.94,0,0
2025-02-10,21:00:00,49,43.16,2.68,0.0,80,9.94,0,0
2025-02-10,22:00:00,56,43.88,3.58,0.0,81,9.94,0,0
2025-02-10,23:00:00,62,44.06,4.47,0.0,79,9.94,0,0
2025-02-11,0:00:00,63,43.88,4.47,0.0,80,9.94,0,0
2025-02-11,1:00:00,66,42.8,4.47,0.0,84,9.94,0,0
2025-02-11,2:00:00,77,42.98,5.37,0.0,86,9.94,0,0
2025-02-11,3:00:00,85,43.16,0.47,0.07,86,9.94,0,0
2025-02-11,4:00:00,88,42.62,0.6,0.02,88,9.94,0,0
2025-02-11,5:00:00,88,42.44,8.05,0.01,90,9.94,0,0
2025-02-11,6:00:00,87,42.08,8.95,0.01,92,9.94,0,0
2025-02-11,7:00:00,80,42.26,0.2,0.15,93,6.21,0,0
2025-02-11,8:00:00,85,42.08,1.88,0.03,95,6.21,0,0
2025-02-11,9:00:00,75,42.8,8.95,0.11,96,6.21,0,0
2025-02-11,10:00:00,93,43.88,8.95,0.05,96,6.21,0,0
2025-02-11,11:00:00,96,44.78,2.17,0.04,94,6.21,0,0
2025-02-11,12:00:00,92,45.68,10.74,0.0,96,6.21,0,0
2025-02-11,13:00:00,64,47.66,4.47,0.0,92,9.94,0,0
2025-02-11,14:00:00,70,48.2,7.92,0.0,93,9.94,0,0
2025-02-11,15:00:00,59,50.0,5.55,0.01,89,9.94,0,0
2025-02-11,16:00:00,88,49.28,9.13,0.01,89,6.21,0,0
2025-02-11,17:00:00,92,48.2,4.21,0.01,92,6.21,0,0
2025-02-11,18:00:00,88,47.48,6.35,0.0,94,6.21,0,0
2025-02-11,19:00:00,76,46.94,4.7,0.11,95,6.21,0,0
2025-02-11,20:00:00,84,47.12,8.79,0.05,94,6.21,0,0
2025-02-11,21:00:00,89,46.94,8.1,0.04,94,6.21,0,0
2025-02-11,22:00:00,72,46.76,8.48,0.0,94,6.21,0,0
2025-02-11,23:00:00,86,45.5,8.23,0.0,92,9.94,0,0
2025-02-12,0:00:00,83,45.5,9.46,0.0,93,9.94,0,0
2025-02-12,1:00:00,82,44.78,2.3,0.0,94,6.21,0,0
2025-02-12,2:00:00,80,44.78,6.35,0.0,94,9.94,0,0
2025-02-12,3:00:00,84,44.96,4.74,0.0,94,9.94,0,0
2025-02-12,4:00:00,99,44.42,3.02,0.0,94,9.94,0,0
2025-02-12,5:00:00,100,44.42,0.65,0.01,95,9.94,0,0
2025-02-12,6:00:00,100,44.78,5.37,0.01,95,9.94,0,0
2025-02-12,7:00:00,100,44.6,2.66,0.0,95,6.21,0,0
2025-02-12,8:00:00,100,44.6,3.6,0.01,96,6.21,0,0
2025-02-12,9:00:00,100,44.96,4.21,0.0,97,9.94,0,0
2025-02-12,10:00:00,100,45.32,5.57,0.01,95,9.94,0,0
2025-02-12,11:00:00,100,45.68,4.97,0.02,94,6.21,0,0
2025-02-12,12:00:00,78,46.4,4.99,0.06,93,6.21,0,0
2025-02-12,13:00:00,91,46.58,1.3,0.0,94,6.21,0,0
2025-02-12,14:00:00,82,47.12,3.31,0.0,92,9.94,0,0
2025-02-12,15:00:00,83,47.12,2.86,0.0,92,6.21,0,0
2025-02-12,16:00:00,71,48.2,0.27,0.0,88,9.94,0,0
2025-02-12,17:00:00,53,46.76,0.81,0.0,91,9.94,0,0
2025-02-12,18:00:00,61,45.32,2.26,0.0,94,9.94,0,0
2025-02-12,19:00:00,39,43.16,2.39,0.0,95,9.94,0,0
2025-02-12,20:00:00,100,42.44,3.78,0.0,95,9.94,0,0
2025-02-12,21:00:00,100,43.52,0.22,0.0,96,9.94,0,0
2025-02-12,22:00:00,100,43.88,2.62,0.0,96,9.94,0,0
2025-02-12,23:00:00,80,43.34,0.54,0.0,94,9.94,0,0
2025-02-13,0:00:00,29,41.54,1.48,0.0,95,9.94,0,0
2025-02-13,1:00:00,22,40.28,2.46,0.0,97,9.94,0,0
2025-02-13,2:00:00,42,39.2,0.58,0.0,96,9.94,0,0
2025-02-13,3:00:00,51,38.48,2.57,0.0,98,9.94,0,0
2025-02-13,4:00:00,78,38.66,3.56,0.0,98,9.94,0,0
2025-02-13,5:00:00,50,39.38,3.76,0.0,97,9.94,0,0
2025-02-13,6:00:00,64,39.74,3.2,0.0,96,9.94,0,0
2025-02-13,7:00:00,85,39.38,2.44,0.0,98,9.94,0,0
2025-02-13,8:00:00,63,39.56,1.66,0.0,96,9.94,0,0
2025-02-13,9:00:00,36,41.18,3.36,0.0,96,9.94,0,0
2025-02-13,10:00:00,75,42.98,4.05,0.0,93,9.94,0,0
2025-02-13,11:00:00,92,44.42,5.88,0.0,87,9.94,0,0
2025-02-13,12:00:00,41,46.4,5.66,0.0,83,9.94,0,0
2025-02-13,13:00:00,30,46.4,3.49,0.0,82,9.94,0,0
2025-02-13,14:00:00,11,46.76,4.59,0.0,80,9.94,0,0
2025-02-13,15:00:00,3,47.48,4.27,0.0,75,9.94,0,0
2025-02-13,16:00:00,20,46.76,3.29,0.0,75,9.94,0,0
2025-02-13,17:00:00,0,45.68,1.07,0.0,81,9.94,0,0
2025-02-13,18:00:00,1,42.8,1.95,0.0,85,9.94,0,0
2025-02-13,19:00:00,0,41.18,4.05,0.0,90,9.94,0,0
2025-02-13,20:00:00,7,40.46,4.03,0.0,91,9.94,0,0
2025-02-13,21:00:00,14,40.28,1.68,0.0,91,9.94,0,0
2025-02-13,22:00:00,65,40.1,0.43,0.0,93,9.94,0,0
2025-02-13,23:00:00,45,38.66,1.79,0.0,95,9.94,0,0
2025-02-14,0:00:00,54,37.76,0.16,0.0,95,9.94,0,0
2025-02-14,1:00:00,29,37.04,0.09,0.0,94,9.94,0,0
2025-02-14,2:00:00,17,36.5,1.14,0.0,96,9.94,0,0
2025-02-14,3:00:00,36,36.14,0.38,0.0,95,9.94,0,0
2025-02-14,4:00:00,64,35.78,1.36,0.0,95,9.94,0,0
2025-02-14,5:00:00,100,36.68,0.78,0.0,92,9.94,0,0
2025-02-14,6:00:00,100,37.94,0.45,0.01,90,6.21,0,0
2025-02-14,7:00:00,100,38.48,2.19,0.0,89,9.94,0,0
2025-02-14,8:00:00,100,38.48,3.2,0.0,85,9.94,0,0
2025-02-14,9:00:00,93,39.38,2.48,0.0,83,9.94,0,0
2025-02-14,10:00:00,87,41.54,1.43,0.0,74,9.94,0,0
2025-02-14,11:00:00,39,45.68,1.79,0.0,57,9.94,0,0
2025-02-14,12:00:00,60,47.12,5.3,0.0,49,9.94,0,0
2025-02-14,13:00:00,50,47.84,4.36,0.0,47,9.94,0,0
2025-02-14,14:00:00,68,48.02,5.01,0.0,44,9.94,0,0
2025-02-14,15:00:00,77,46.94,4.36,0.0,48,9.94,0,0
2025-02-14,16:00:00,80,46.22,0.36,0.0,50,9.94,0,0
2025-02-14,17:00:00,85,44.78,7.16,0.0,49,9.94,0,0
2025-02-14,18:00:00,83,42.98,0.89,0.0,55,9.94,0,0
2025-02-14,19:00:00,80,42.44,1.86,0.0,58,9.94,0,0
2025-02-14,20:00:00,75,42.08,0.36,0.0,60,9.94,0,0
2025-02-14,21:00:00,76,41.18,1.39,0.0,63,9.94,0,0
2025-02-14,22:00:00,78,40.64,3.02,0.06,67,6.21,0,0
2025-02-14,23:00:00,81,38.12,3.98,0.1,80,6.21,0,0
2025-02-15,0:00:00,88,37.04,4.38,0.08,89,6.21,0,0
2025-02-15,1:00:00,92,35.24,2.59,0.12,95,6.21,0,0
2025-02-15,2:00:00,93,35.24,2.59,0.06,97,6.21,0,0
2025-02-15,3:00:00,87,35.42,2.91,0.06,97,6.21,0,0
2025-02-15,4:00:00,82,36.14,5.37,0.01,92,6.21,0,0
2025-02-15,5:00:00,82,36.14,1.68,0.01,91,9.94,0,0
2025-02-15,6:00:00,78,36.5,5.37,0.01,90,9.94,0,0
2025-02-15,7:00:00,87,36.32,0.58,0.0,91,9.94,0,0
2025-02-15,8:00:00,87,36.32,1.61,0.0,93,9.94,0,0
2025-02-15,9:00:00,94,37.22,4.47,0.01,92,9.94,0,0
2025-02-15,10:00:00,98,38.66,1.01,0.01,87,9.94,0,0
2025-02-15,11:00:00,100,39.92,3.47,0.02,83,6.21,0,0
2025-02-15,12:00:00,89,39.02,5.84,0.07,87,6.21,0,0
2025-02-15,13:00:00,91,38.84,3.06,0.08,88,6.21,0,0
2025-02-15,14:00:00,100,39.56,0.94,0.05,89,9.94,0,0
2025-02-15,15:00:00,100,40.1,2.86,0.0,87,9.94,0,0
2025-02-15,16:00:00,96,40.1,2.64,0.02,90,9.94,0,0
2025-02-15,17:00:00,100,40.64,1.23,0.0,91,9.94,0,0
2025-02-15,18:00:00,72,39.02,1.61,0.0,94,9.94,0,0
2025-02-15,19:00:00,100,38.48,0.47,0.0,93,9.94,0,0
2025-02-15,20:00:00,100,37.94,1.19,0.0,92,9.94,0,0
2025-02-15,21:00:00,70,37.22,3.58,0.0,89,9.94,0,0
2025-02-15,22:00:00,44,35.78,2.39,0.0,92,9.94,0,0
2025-02-15,23:00:00,38,35.06,4.47,0.0,90,9.94,0,0
2025-02-16,0:00:00,51,34.52,5.37,0.0,86,9.94,0,0
2025-02-16,1:00:00,38,33.98,1.32,0.0,87,9.94,0,0
2025-02-16,2:00:00,42,33.26,0.43,0.0,84,9.94,0,0
2025-02-16,3:00:00,30,33.44,1.43,0.0,82,9.94,0,0
2025-02-16,4:00:00,41,33.44,0.83,0.0,79,9.94,0,0
2025-02-16,5:00:00,55,33.26,1.12,0.0,73,9.94,0,0
2025-02-16,6:00:00,55,33.44,1.83,0.0,71,9.94,0,0
2025-02-16,7:00:00,46,32.18,0.27,0.0,78,9.94,0,0
2025-02-16,8:00:00,32,32.54,1.86,0.0,79,9.94,0,0
2025-02-16,9:00:00,26,34.88,0.85,0.0,78,9.94,0,0
2025-02-16,10:00:00,22,41.0,0.56,0.0,64,9.94,0,0
2025-02-16,11:00:00,7,44.6,1.12,0.0,54,9.94,0,0
2025-02-16,12:00:00,0,47.84,7.78,0.0,51,9.94,0,0
2025-02-16,13:00:00,0,48.2,3.98,0.0,46,9.94,0,0
2025-02-16,14:00:00,17,49.46,3.47,0.0,42,9.94,0,0
2025-02-16,15:00:00,64,48.92,2.93,0.0,42,9.94,0,0
2025-02-16,16:00:00,56,48.38,2.48,0.0,50,9.94,0,0
2025-02-16,17:00:00,57,46.94,2.06,0.0,50,9.94,0,0
2025-02-16,18:00:00,62,43.34,1.66,0.0,47,9.94,0,0
2025-02-16,19:00:00,55,43.34,8.95,0.0,41,9.94,0,0
2025-02-16,20:00:00,59,42.08,1.57,0.0,44,9.94,0,0
2025-02-16,21:00:00,59,43.16,8.05,0.0,37,9.94,0,0
2025-02-16,22:00:00,52,42.98,2.51,0.0,40,9.94,0,0
2025-02-16,23:00:00,55,41.54,1.14,0.0,42,9.94,0,0
2025-02-17,0:00:00,57,41.0,1.01,0.0,44,9.94,0,0
2025-02-17,1:00:00,52,40.46,0.87,0.0,44,9.94,0,0
2025-02-17,2:00:00,57,39.74,3.06,0.0,45,9.94,0,0
2025-02-17,3:00:00,70,38.84,1.68,0.0,47,9.94,0,0
2025-02-17,4:00:00,3,39.02,1.86,0.0,50,9.94,0,0
2025-02-17,5:00:00,9,39.02,1.61,0.0,51,9.94,0,0
2025-02-17,6:00:00,66,38.48,6.26,0.0,54,9.94,0,0
2025-02-17,7:00:00,93,38.48,0.09,0.0,51,9.94,0,0
2025-02-17,8:00:00,53,39.02,1.59,0.0,51,9.94,0,0
2025-02-17,9:00:00,76,40.64,0.89,0.0,55,9.94,0,0
2025-02-17,10:00:00,80,43.7,6.26,0.0,51,9.94,0,0
2025-02-17,11:00:00,76,47.84,0.11,0.0,45,9.94,0,0
2025-02-17,12:00:00,78,49.28,4.47,0.0,48,9.94,0,0
2025-02-17,13:00:00,92,49.28,1.72,0.0,48,9.94,0,0
2025-02-17,14:00:00,95,51.62,5.37,0.0,44,9.94,0,0
2025-02-17,15:00:00,88,51.62,0.31,0.0,47,9.94,0,0
2025-02-17,16:00:00,54,51.26,6.26,0.0,52,9.94,0,0
2025-02-17,17:00:00,78,50.36,6.26,0.0,49,9.94,0,0
2025-02-17,18:00:00,71,47.48,1.28,0.0,53,9.94,0,0
2025-02-17,19:00:00,62,46.76,0.81,0.0,54,9.94,0,0
2025-02-17,20:00:00,83,45.86,0.09,0.0,51,9.94,0,0
2025-02-17,21:00:00,59,44.06,0.65,0.0,56,9.94,0,0
